text,label,source
@im still concerned about google,,Tiktok
Na that One Quintillion I dey find like this,,Tiktok
Thank you,,Tiktok
I don’t need to go that far 😅even not interested 😂😂😂😂,,Tiktok
Counting googles fine:,,Tiktok
a thousand years,,Tiktok
I'm not even thousandnare💔😭😭,,Tiktok
"Please tell me the end.
I need it for general Knowledge.",,Tiktok
"only one billion we change my life, any one to help me please",,Tiktok
is this last of number,,Tiktok
Can you post one counting up to One Hundred Quinquagintillion?,,Tiktok
Why make trillions when you can make billions,,Tiktok
And there’s the Americans “twenty hundreds” 🤣,,Tiktok
i thought the one was 1 godzillion 😂,,Tiktok
Dude’s just telling us the US debt.,,Tiktok
what about gazillion? 😂,,Tiktok
I knew all of them,,Tiktok
AI getting to advanced man,,Tiktok
did you know even google is a number,,Tiktok
show me a one quintillion band 😭🙏,,Tiktok
No number matches infinity ♾️,,Tiktok
Why is bro rizzing me up after every number,,Tiktok
Court order Google to pay Russia $100quantillion😂😂😂,,Tiktok
This is what my dad be sending me bro,,Tiktok
so nobody else seein how his mouth not addin up to the voice,,Tiktok
I can't go up 10 thousand 😁,,Tiktok
One million is good enough for me,,Tiktok
Lord please 🙏🥺🥺,,Tiktok
"quintillion is what what I am looking for like this. abeg if you see am let me know, and God will continue to bless you",,Tiktok
i need the last one,,Tiktok
are you telling me the least amount of money you going to give me and then the highest at the end??😂😂😂😂,,Tiktok
I know these because of ninja simulator,,Tiktok
"Quintillion, Sextillion, septillion, Octillion,Nontillion,Decillion,Udillion,Tdlioon or whatever and so on
..",,Tiktok
People in Zimbabwe ryt now every one has a billion,,Tiktok
Not me saying hundred thousand million Omo 😂😂💔,,Tiktok
100000000000000000000000000 calls what?,,Tiktok
I wish I hv 1 decillion,,Tiktok
this video made me emotional,,Tiktok
I was once a Quintillionnaire in Zimbabwe in 2008,,Tiktok
the total is one quintillion of sin of the people on this earth 🌎🌎🤷‍♂️👉♂️,,Tiktok
I want to b a quintillionare🙏😩,,Tiktok
follow me please I will follow you back,,Tiktok
Every Zimbabwean knows this,,Tiktok
@Nalweyiso💞🌼🌹 come we learn mbwa gwe 😱,,Tiktok
Bro cannot stop mewing 😭😭,,Tiktok
in Tamil,,Tiktok
I feel like am in love with one quintillion,,Tiktok
easy for zimbabweans,,Tiktok
The power of zeros 💪💪,,Tiktok
and Russia asking for 13 decillion,,Tiktok
I need one hundred quatilian in my bank account Asp😅,,Tiktok
1 Decillion 😂,,Tiktok
my dream is the last one,,Tiktok
i have 100 zillion on my airtel account 🤣😂☺️😂,,Tiktok
To imagine that Google was fine 2.5 decillion is crazy 😧💀😂,,Tiktok
e be like say na trillion wey dey reach turn back,,Tiktok
Ten quintillion will settle all this pattern god😭🙏,,Tiktok
this is the kids count i have with tord,,Tiktok
"thanks so much for this
this is very educative",,Tiktok
one 4thlion,,Tiktok
I wanna be a trillonaire,,Tiktok
Decatlon,,Tiktok
I need one billion dollars right now,,Tiktok
@Sky.loover awnda atum xosh dawe baxway zeatrrrtt,,Tiktok
every zimbabwean knows this. in 2008 we bought a loaf of bread for 10 trillion ...inflation levels😏,,Tiktok
one thousand thousand 😂,,Tiktok
My bank account’s numbers in 11 days,,Tiktok
"You , yes you there why would you watch a full video of a guy saying numbers",,Tiktok
i have 10 only!!!!,,Tiktok
Oh Lord my God I just need one quadrillion In the mighty name of Jesus Christ Amen. 🙏🙏🙏🙏🙏🙏🙏,,Tiktok
POV: how much i want in my bank account rn😌,,Tiktok
bro isn't saying these😂,,Tiktok
"When e go reach zillion time, na that on I like pass",,Tiktok
I need 1 uncountable 😪,,Tiktok
keep counting my money sec😂,,Tiktok
I have one quintillion in my account now,,Tiktok
how my money will keep increasing by God's grace 😂😂,,Tiktok
Wait a minute😳 is there any one worth quintillion😳? Lawd abeg oh,,Tiktok
May Almighty Allah bless me more than QUINTILLION 🤲🤲,,Tiktok
"@Bombshell999
Here it is.",,Tiktok
wow...hoping to have that all,,Tiktok
So there’s no “zillion” I’ve been lied to 💔,,Tiktok
ONE ZILLION IS THE BIGGEST AMOUNTS OF DOLLAR.... ALL INCLUSIVE,,Tiktok
I need thousands dicillion,,Tiktok
one googled is goated,,Tiktok
thank you sir,,Tiktok
"For this one 100,000 you're wrong. 😂😂😂 it's One Hundred Thousand NOT hundred thousand only",,Tiktok
in zimbabwe we had to use all that money ... we once all billionares,,Tiktok
I want to be a Quintillionaira🥹,,Tiktok
"1,000,000,000=1 billion❌
1,000,000,000=1 thousand million✅",,Tiktok
I’M A QUINTILLIONAIRE!,,Tiktok
Abeg who taught us 1 Zillion,,Tiktok
what about decillion?,,Tiktok
Whoever is a one quintillionare out there they really rich then elon musk,,Tiktok
It's the last one that I want in my account.,,Tiktok
Roblox grinding coming in clutch 😼,,Tiktok
lord please bless me with 100 trillion 🙏😩,,Tiktok
ohh so thats how much im in debt,,Tiktok
one quintillion would change my life ngl,,Tiktok
after 100quintillion we go to 1 sextillion,,Tiktok
if only I have one quintillion 🥺,,Tiktok
Is it bad that I could say all of these with him because of the broken bones game on Roblox,,Tiktok
Bro missed one in a krillion 😡,,Tiktok
Give me the one quintillion 😭,,Tiktok
God I want 1000.000.000.000 in God I trust 🙏 I receive it to help to buy a house for me and my kids 🙏 them,,Tiktok
"Why dont have ten hundred, thousand million?",,Tiktok
just learned something new😂,,Tiktok
I will get there,,Tiktok
i claim it in Jesus name Amen 🙏,,Tiktok
The mining game never disappoints 😂,,Tiktok
Who con teach me zillion😳?,,Tiktok
who teach us zillion in naija 😂,,Tiktok
Eiiiii how i have have the last Amount God🙏,,Tiktok
The money wey I Dey find no even Dey there 😂,,Tiktok
"I need me 100 Quintillion rn, for emergency purposes",,Tiktok
where is ganglion?,,Tiktok
"I only have 1,000😂😂",,Tiktok
I don’t even have the 1000 none I million 🥺,,Tiktok
hear me out...,,Tiktok
alot of people in the comment section don't know what is next after trillion before now......now they all want quintillions 😂,,Tiktok
I'm at 100 now 😩🥺God please take me to billions henceforth 🙏🙏,,Tiktok
May we become Quintillionaires 🙌,,Tiktok
Na that quintillion I Dey look for 😂🤲,,Tiktok
God abeg help me with last dat last number,,Tiktok
Not me saying one Zillion at one trillion 😂,,Tiktok
Or Russia ny Google ko 100 Diccilion dolar fine kiya hay 😏,,Tiktok
Where one zillion Dey 😂😂😂😂,,Tiktok
may this money locate me,,Tiktok
Nah that one quintillion I dey find 🥺,,Tiktok
Na the last one I Dey find 🥺,,Tiktok
Na that one Quintillion I dey look for like this..I won't settle for Less..😭😂😂,,Tiktok
Na 1 poulon adey ask make baba shower me with🤲🏽😪,,Tiktok
I used it as my countdown,,Tiktok
now what was this for,,Tiktok
I have 1 quintillion but I can't show you rn,,Tiktok
apparently i’ll watch anything,,Tiktok
I just need 1 billion dollars. you guys will never see me again 😂😂,,Tiktok
amen i will see all,,Tiktok
Apparently I’ll watch anything,,Tiktok
me that was waiting for zillion😂,,Tiktok
Am 40yrs n have never seen 1milion. so when I hear 1quintilion I wander if am alive,,Tiktok
The least I need right now,,Tiktok
"1trillion is okay for me , I’m just a baby ☹️",,Tiktok
and my account right now is -,,Tiktok
What about Zillion???,,Tiktok
So who thought us Dillion and Zillion 😂,,Tiktok
pleas lord i need that quintillion 🙏🙏,,Tiktok
i love how nobody realizes this video is ai generated,,Tiktok
Nah that 100 thousand I dey find like this. God quick answer me biko,,Tiktok
"They said make una learn English, Nigeria turn am to prayer 🤣🤣🤣🤣",,Tiktok
That’s my bank account in heaven 😩😩,,Tiktok
how does it become quarantine?,,Tiktok
money wey I dey find oyinbo never invent ham,,Tiktok
"so all of them they have a letter ""n"" 🥰",,Tiktok
me counting how much money i have,,Tiktok
only 1000 is enough for me may Allah give me now,,Tiktok
So we all stopped at Trillioners as human beings 🤑,,Tiktok
Where is 100 drillion 😅,,Tiktok
And 1 bastard go get everything on😂,,Tiktok
What about ungertable,,Tiktok
this is what i needed todau,,Tiktok
thanks,,Tiktok
You Increase Any Year One Zero You Will Millionere In 14 Year,,Tiktok
so there isn't zillion?😭😭😭😭,,Tiktok
"so nothing like I zillion 😳,
I thought after billion it's zillion,
😂 childhood na scam",,Tiktok
"And on this planet we only have Billionaires,i have never heard of a Trillionaire😂😂",,Tiktok
"the spirit of too much money, attack me nw",,Tiktok
where is one hundred drillion😂😂🤣,,Tiktok
don't search @One Decillion ☠✋,,Tiktok
still not upto what Rusia billed google,,Tiktok
Too cheap to know quintillion team 🥲🤣,,Tiktok
I was taught One Zillion 😭😭,,Tiktok
The power of zeros 😂,,Tiktok
Na that one quintillion I need so,,Tiktok
Pink app is paying my bills guys free registration,,Tiktok
so there is no one drilon,,Tiktok
The last one Russia fined Google for some reason that’s why we can’t use Google verification code number still now 🥺,,Tiktok
is this my debt through 20 years?,,Tiktok
hundred quintillions is the money my husband is going to have in this life 🥰🥰 and it won't finish 😩 ijn amen 💗,,Tiktok
haha the last one i don't wana even say it because even the reachiest government in the world dont have this kind of number so what's the point this number even exists,,Tiktok
in Dollar 💵 or,,Tiktok
I claim it in account. Amen 🙏🏾,,Tiktok
Who’s else is expecting zillion 😂🥺,,Tiktok
not me waiting for zillion 🤣,,Tiktok
Where is one Gillion have been praying for?,,Tiktok
Yeahh i only have 10. Lol 😌,,Tiktok
I have 10 dollar right now 🥺,,Tiktok
Decillionair 🫴🏽,,Tiktok
"hundred thousand ❌
one hundred thousand ✔️",,Tiktok
Na that one quintillion Kuwait gan gan I need 🙏🙏🙏🙏,,Tiktok
my money now at stage 12,,Tiktok
how about cillion?,,Tiktok
Na that one quintillion of dollars I want 🥺,,Tiktok
i think no one has ever hard quatriliion,,Tiktok
how the money goes up after the russia and Google fund,,Tiktok
He sounds like the GPWS guy,,Tiktok
"why are you making me learn this, I've learned this in liie 4-5 grade",,Tiktok
I need all of them,,Tiktok
Plesea i need only 1 quentilion,,Tiktok
So nothing like zillion ???😅😅,,Tiktok
That’s how my bank account will start to rise starting from January 1 2025🙏,,Tiktok
i want one guintillion 😌😂,,Tiktok
maybe I wish to be One quillion money rich 😏🤑,,Tiktok
And I have only up to number 4 😌😌😌 hmmmm it shall be well 🙏,,Tiktok
Nah that one quintillion I Dey find make e come be dollars,,Tiktok
"God please i need 1 Quintillion dollars, Amen.",,Tiktok
rest In peace ma school fees,,Tiktok
Ho is you magical,,Tiktok
Not me waiting for boma 100 drillion😅😅😅,,Tiktok
i think they a counting Zim money,,Tiktok
What about the Gangallion 😂😂,,Tiktok
How come Americans call it 15 hundred (1500)?,,Tiktok
who else said 1 zillion😁😁,,Tiktok
One Hundred thousand not hundred thousand,,Tiktok
I almost said athousand thousand 😂😂,,Tiktok
So when would we reach decillion that Putin sued google,,Tiktok
For the last one I did say pentagon 😂😂😂,,Tiktok
Dey no born Davido papa to get reach the last one 😂😂😂,,Tiktok
I need one quintillion then I get married 😂😂,,Tiktok
is that the amount putin is dreaming about getting from Google 😂😂,,Tiktok
I thought after trillion is zerillion🤣,,Tiktok
so how much is yo savings😳😳,,Tiktok
So is someone having one quintillion in Ghana,,Tiktok
my money now si number 4,,Tiktok
i dont think ots ever going to come up,,Tiktok
I'm the only Quintillionnaire in the world.🤣,,Tiktok
Thankyou so much our brother🥰🥰🤩🥳🙏👍,,Tiktok
@⚜️EKO_063⚜️axrincin borc vere bilersen😂,,Tiktok
justice for one lakh😂,,Tiktok
"It’s not hundred thousand, not hundred million, hundred billion, hundred trillion……it’s one hundred thousand, one hundred million, one hundred billion, one hundred trillion, one hundred quadrillion",,Tiktok
i want one quintillion right now,,Tiktok
where is drillion😪😪😪😪,,Tiktok
So nothing like zillion??,,Tiktok
usitupe stress wewe mwisho yetu ni 100 billion 😆,,Tiktok
What about decillion ?,,Tiktok
my money is 1doller,,Tiktok
Can I have it in cash?🥲,,Tiktok
My net worth as per now is ten thousand shillings 😂😂,,Tiktok
Ten duotrigintillion is where numbers end,,Tiktok
At least am on 5th floor,,Tiktok
100 thirlian,,Tiktok
I love the last one 😂,,Tiktok
Who is waiting for him to call the last figure one zillion,,Tiktok
who else get screenshot😅😅 for future use😅😅,,Tiktok
Tamil is better than English,,Tiktok
God bless mi with one million dollars,,Tiktok
Decillion u don’t know 😁😁,,Tiktok
I WANT TO BE A 100 QUINTILLION GBP wealthy,,Tiktok
"one what, hmm we are lost in Africa",,Tiktok
Elon musk have property three hundred billon dollars,,Tiktok
which one come be zeelion?,,Tiktok
Please 10000.00000.Billion follows please,,Tiktok
big bro thank God will bless you more 🙏100.000,,Tiktok
i thought after trillion ni dollars 😂😂😂😂kumbavu zangu🤣🤣🤣,,Tiktok
thanks 👍,,Tiktok
I claim it,,Tiktok
don't search one guintillion 🤪🤪,,Tiktok
thanks.,,Tiktok
Need one Quintillion dollars right now.,,Tiktok
I need one trillon,,Tiktok
thank you boss.,,Tiktok
follow me,,Tiktok
"The 0 change our lives,the only number exist is 1-9",,Tiktok
this is my debt fr,,Tiktok
i still the 10 thousand😓,,Tiktok
"please help me, Lord,",,Tiktok
I have 20 cents,,Tiktok
i know one billion only🤣🤣,,Tiktok
"for school dem only teach us reach million, meaning say nothing concern us reach one quintillion 🤣🤣🤣",,Tiktok
Very clean,,Tiktok
one thousand shs,,Tiktok
At least I once on number 06 💃💃💃💃,,Tiktok
teamwork is great,,Tiktok
USA debts way to go😏,,Tiktok
Na that last one I Dey fine,,Tiktok
Ai will say its haters,,Tiktok
Money ritual fit bring quintillion ? 🤣,,Tiktok
Quantity is quantity!,,Tiktok
God I want the money 💴,,Tiktok
god bless me with 100 billion 🥰🥰🥰,,Tiktok
"lord bless me, just one billion is enough😁",,Tiktok
team work 💪 help,,Tiktok
Please everyone #Team❤️work,,Tiktok
who can borrow me only one quadrillion.ill refund in the morning 😅,,Tiktok
"Jesus idont want much but ny prayer is
for my kids to have only 10quadtrillian please Lord",,Tiktok
"#actually, to be successful in business, think of helping more people. you have to take Riskthat others haven't
https://www.youtube.com/@BusinessPlane",,Tiktok
teamwork,,Tiktok
where is zillions??🧐🧐,,Tiktok
Were is crore🤔,,Tiktok
someone should ask me which number i stop,,Tiktok
bro that ai voice,,Tiktok
who else didn't know quadrillion and quintillion,,Tiktok
you are right brother,,Tiktok
Wonderful so smart in math,,Tiktok
Team please 🙏,,Tiktok
thanks you,,Tiktok
this is why I don't want to be a Quintillionare,,Tiktok
@k̶i̶e̶f̶f̶e̶r • Following: don't search one quintillion 💀,,Tiktok
plz one thousand plz,,Tiktok
Ai,,Tiktok
"Please Lord, bless me with just one quintillion🥺",,Tiktok
